n_runs,data_type,ODE_type,Learned_Feats,feature_map,adam_steps,lr_adam,LBFGS ON/OFF,lbfgs_max_iter,hidden_width,hidden_depth,omega0,n_features,a_max,rbf_width,spline_knots,L_np,U_np,Th_np,Tfinal,n_timepoints,Hill_IC,Ramp_IC,numPoints1,numPoints2,numPoints3,numPoints4,xMax,yMax,relTol,absTol
4,Ramp,Ramp,no,fourier,20000,0.01,On,5000,100,8,30,16,10,0.1,32,"[[0.0, 0.9132235573212335], [0.08186695749875793, 0.0]]","[[0.0, 1.480873181245118], [2.918237398470625, 0.0]]","[[0.0, 0.14056968648960766], [0.9713758577102684, 0.0]]",20,1000,10,10,,,,1.3,1.3,,,
4,Ramp,Ramp,no,fourier,20000,0.1,On,5000,100,8,30,16,10,0.1,32,"[[0.0, 0.9132235573212335], [0.08186695749875793, 0.0]]","[[0.0, 1.480873181245118], [2.918237398470625, 0.0]]","[[0.0, 0.14056968648960766], [0.9713758577102684, 0.0]]",20,1000,10,10,,,,1.3,1.3,,,
4,Ramp,Ramp,no,fourier,20000,1,On,5000,100,8,30,16,10,0.1,32,"[[0.0, 0.9132235573212335], [0.08186695749875793, 0.0]]","[[0.0, 1.480873181245118], [2.918237398470625, 0.0]]","[[0.0, 0.14056968648960766], [0.9713758577102684, 0.0]]",20,1000,10,10,,,,1.3,1.3,,,
1,Ramp,Ramp,no,rbf,20000,0.001,On,5000,100,8,30,16,10,0.1,32,"[[0.0, 0.9132235573212335], [0.08186695749875793, 0.0]]","[[0.0, 1.480873181245118], [2.918237398470625, 0.0]]","[[0.0, 0.14056968648960766], [0.9713758577102684, 0.0]]",20,1000,10,10,,,,1.3,1.3,,,
1,Ramp,Ramp,no,rbf,20000,0.01,On,5000,100,8,30,16,10,0.1,32,"[[0.0, 0.9132235573212335], [0.08186695749875793, 0.0]]","[[0.0, 1.480873181245118], [2.918237398470625, 0.0]]","[[0.0, 0.14056968648960766], [0.9713758577102684, 0.0]]",20,1000,10,10,,,,1.3,1.3,,,
1,Ramp,Ramp,no,rbf,20000,0.1,On,5000,100,8,30,16,10,0.1,32,"[[0.0, 0.9132235573212335], [0.08186695749875793, 0.0]]","[[0.0, 1.480873181245118], [2.918237398470625, 0.0]]","[[0.0, 0.14056968648960766], [0.9713758577102684, 0.0]]",20,1000,10,10,,,,1.3,1.3,,,
1,Ramp,Ramp,no,rbf,20000,1,On,5000,100,8,30,16,10,0.1,32,"[[0.0, 0.9132235573212335], [0.08186695749875793, 0.0]]","[[0.0, 1.480873181245118], [2.918237398470625, 0.0]]","[[0.0, 0.14056968648960766], [0.9713758577102684, 0.0]]",20,1000,10,10,,,,1.3,1.3,,,
1,Ramp,Ramp,no,rbf,20000,0.0001,On,5000,100,8,30,16,10,0.1,32,"[[0.0, 0.9132235573212335], [0.08186695749875793, 0.0]]","[[0.0, 1.480873181245118], [2.918237398470625, 0.0]]","[[0.0, 0.14056968648960766], [0.9713758577102684, 0.0]]",20,1000,10,10,,,,1.3,1.3,,,
1,Ramp,Ramp,no,spline,20000,0.001,On,5000,100,8,30,16,10,0.1,32,"[[0.0, 0.9132235573212335], [0.08186695749875793, 0.0]]","[[0.0, 1.480873181245118], [2.918237398470625, 0.0]]","[[0.0, 0.14056968648960766], [0.9713758577102684, 0.0]]",20,1000,10,10,,,,1.3,1.3,,,
1,Ramp,Ramp,no,spline,20000,0.01,On,5000,100,8,30,16,10,0.1,32,"[[0.0, 0.9132235573212335], [0.08186695749875793, 0.0]]","[[0.0, 1.480873181245118], [2.918237398470625, 0.0]]","[[0.0, 0.14056968648960766], [0.9713758577102684, 0.0]]",20,1000,10,10,,,,1.3,1.3,,,
1,Ramp,Ramp,no,spline,20000,0.1,On,5000,100,8,30,16,10,0.1,32,"[[0.0, 0.9132235573212335], [0.08186695749875793, 0.0]]","[[0.0, 1.480873181245118], [2.918237398470625, 0.0]]","[[0.0, 0.14056968648960766], [0.9713758577102684, 0.0]]",20,1000,10,10,,,,1.3,1.3,,,
1,Ramp,Ramp,no,spline,20000,1,On,5000,100,8,30,16,10,0.1,32,"[[0.0, 0.9132235573212335], [0.08186695749875793, 0.0]]","[[0.0, 1.480873181245118], [2.918237398470625, 0.0]]","[[0.0, 0.14056968648960766], [0.9713758577102684, 0.0]]",20,1000,10,10,,,,1.3,1.3,,,
1,Ramp,Ramp,no,spline,20000,0.0001,On,5000,100,8,30,16,10,0.1,32,"[[0.0, 0.9132235573212335], [0.08186695749875793, 0.0]]","[[0.0, 1.480873181245118], [2.918237398470625, 0.0]]","[[0.0, 0.14056968648960766], [0.9713758577102684, 0.0]]",20,1000,10,10,,,,1.3,1.3,,,
1,Ramp,Ramp,yes,spline,20000,0.001,On,5000,100,8,30,16,10,0.1,32,"[[0.0, 0.9132235573212335], [0.08186695749875793, 0.0]]","[[0.0, 1.480873181245118], [2.918237398470625, 0.0]]","[[0.0, 0.14056968648960766], [0.9713758577102684, 0.0]]",20,1000,10,10,,,,1.3,1.3,,,
1,Ramp,Ramp,yes,rbf,20000,0.001,On,5000,100,8,30,16,10,0.1,32,"[[0.0, 0.9132235573212335], [0.08186695749875793, 0.0]]","[[0.0, 1.480873181245118], [2.918237398470625, 0.0]]","[[0.0, 0.14056968648960766], [0.9713758577102684, 0.0]]",20,1000,10,10,,,,1.3,1.3,,,

