Trajectory,Region,Time,x0,x1
1.0,1.0,0.0,0.3357888516095366,0.30930283804406683
1.0,1.0,0.02002002002002002,0.3846019066571062,0.3189579849079487
1.0,1.0,0.04004004004004004,0.4324474405629195,0.328421757584977
1.0,1.0,0.06006006006006006,0.4793446305508984,0.3278530263515859
1.0,1.0,0.08008008008008008,0.5253122736512179,0.32705006321498037
1.0,1.0,0.10010010010010009,0.5703687944002807,0.3262630155704831
1.0,1.0,0.12012012012012012,0.6145322521171713,0.3254915679577719
1.0,1.0,0.14014014014014015,0.6578203481140278,0.3247354111701929
1.0,1.0,0.16016016016016016,0.7002504329348197,0.32399424212831296
1.0,1.0,0.18018018018018017,0.7418395131775241,0.32326776376075034
1.0,1.0,0.20020020020020018,0.7826042582967191,0.3225556848853467
1.0,1.0,0.22022022022022023,0.8225610074773796,0.32185772008909547
1.0,1.0,0.24024024024024024,0.8617257759089386,0.3211735896185468
1.0,1.0,0.2602602602602603,0.9001142614083624,0.3205030192641155
1.0,1.0,0.2802802802802803,0.9377418506891368,0.3198457402505742
1.0,1.0,0.3003003003003003,0.9746236253468765,0.31920148913249696
1.0,1.0,0.3203203203203203,1.010774368245251,0.3185700076827096
1.0,1.0,0.34034034034034033,1.0462085690283087,0.3179510427960005
1.0,1.0,0.36036036036036034,1.0809404303127659,0.31734434638095366
1.0,1.0,0.38038038038038036,1.1149838731062862,0.3167496752653022
1.0,1.0,0.40040040040040037,1.148352542496793,0.3161667910965472
1.0,1.0,0.42042042042042044,1.1810598131981322,0.3155954602450864
1.0,1.0,0.44044044044044045,1.2131187946619626,0.31503545371491914
1.0,1.0,0.46046046046046046,1.2445423367213675,0.31448654704506424
1.0,1.0,0.4804804804804805,1.2753430342475252,0.31394852022821684
1.0,1.0,0.5005005005005005,1.3055332327631186,0.31342115761269357
1.0,1.0,0.5205205205205206,1.335125032780554,0.31290424782665244
1.0,1.0,0.5405405405405406,1.3641302952875467,0.3123975836822704
1.0,1.0,0.5605605605605606,1.3925606458527175,0.3119009621040271
1.0,1.0,0.5805805805805806,1.4204274799398646,0.31141418403587495
1.0,1.0,0.6006006006006006,1.4477419668172746,0.31093705437295116
1.0,1.0,0.6206206206206206,1.4745150546966852,0.3104693818718105
1.0,1.0,0.6406406406406406,1.5007574744527126,0.3100109790854542
1.0,1.0,0.6606606606606606,1.526479744603574,0.30956166227632664
1.0,1.0,0.6806806806806807,1.551692174831852,0.3091212513548146
1.0,1.0,0.7007007007007007,1.5764048708316718,0.30868956979457696
1.0,1.0,0.7207207207207207,1.6006277376216667,0.3082664445746734
1.0,1.0,0.7407407407407407,1.6243704842763285,0.30785170609691737
1.0,1.0,0.7607607607607607,1.647642627034392,0.30744518813157895
1.0,1.0,0.7807807807807807,1.670453493912069,0.3070467277368004
1.0,1.0,0.8008008008008007,1.692812227638647,0.3066561652073177
1.0,1.0,0.8208208208208209,1.7147277901099418,0.30627334399666695
1.0,1.0,0.8408408408408409,1.7362089652321013,0.3058981106675093
1.0,1.0,0.8608608608608609,1.7572643631154508,0.3055303148183727
1.0,1.0,0.8808808808808809,1.7779024229693954,0.30516980903308344
1.0,1.0,0.9009009009009009,1.7981314168778548,0.30481644881481723
1.0,1.0,0.9209209209209209,1.8179594529316532,0.3044700925313824
1.0,1.0,0.9409409409409409,1.8373944784145952,0.30413060135956543
