Trajectory,Region,Time,x0,x1
1.0,1.0,0.0,0.009192400857576574,0.01178079826807913
1.0,1.0,0.02002002002002002,0.06141972536762071,0.04967402590056545
1.0,1.0,0.04004004004004004,0.11261185468544416,0.08681617375956402
1.0,1.0,0.06006006006006006,0.16278930736234304,0.12322212895909514
1.0,1.0,0.08008008008008008,0.2119721952526754,0.15890648353661138
1.0,1.0,0.10010010010010009,0.26018023157500086,0.19388354030171015
1.0,1.0,0.12012012012012012,0.30743273881721744,0.22816731857165903
1.0,1.0,0.14014014014014015,0.3346029343958035,0.2617715597843286
1.0,1.0,0.16016016016016016,0.33402646329074465,0.29470973300892583
1.0,1.0,0.18018018018018017,0.33346141839057064,0.32699504035266025
1.0,1.0,0.20020020020020018,0.3329075732173508,0.35864042222008163
1.0,1.0,0.22022022022022023,0.33236470578170757,0.3896585625506123
1.0,1.0,0.24024024024024024,0.3318325984941371,0.42006189388545484
1.0,1.0,0.2602602602602603,0.3313110380788156,0.4498626022925093
1.0,1.0,0.2802802802802803,0.3307998154864708,0.47907263234468694
1.0,1.0,0.3003003003003003,0.33029872581129227,0.5077036918674429
1.0,1.0,0.3203203203203203,0.32980756821003787,0.5357672565608467
1.0,1.0,0.34034034034034033,0.3293261458187235,0.5632745747597226
1.0,1.0,0.36036036036036034,0.32885426567660186,0.5902366717773404
1.0,1.0,0.38038038038038036,0.32839173864759463,0.61666435439457
1.0,1.0,0.40040040040040037,0.3279383793431755,0.6425682152661673
1.0,1.0,0.42042042042042044,0.3274940060515568,0.6679586369668841
1.0,1.0,0.44044044044044045,0.32705844066020506,0.6928457964187325
1.0,1.0,0.46046046046046046,0.3266315085890346,0.7172396687081594
1.0,1.0,0.4804804804804805,0.3262130387171514,0.7411500312717033
1.0,1.0,0.5005005005005005,0.3258028633154112,0.7645864677494842
1.0,1.0,0.5205205205205206,0.3254008179803953,0.7875583717576553
1.0,1.0,0.5405405405405406,0.3250067415651787,0.81007495084414
1.0,1.0,0.5605605605605606,0.32462047611975936,0.8321452298923853
1.0,1.0,0.5805805805805806,0.3242418668215674,0.8537780550918646
1.0,1.0,0.6006006006006006,0.32387076192029207,0.8749820970905645
1.0,1.0,0.6206206206206206,0.3235070126698392,0.8957658548827456
1.0,1.0,0.6406406406406406,0.32315047327600216,0.9161376587989175
1.0,1.0,0.6606606606606606,0.32280100083085395,0.9361056742545054
1.0,1.0,0.6806806806806807,0.32245845526239525,0.9556779046268495
1.0,1.0,0.7007007007007007,0.3221226992717957,0.9748621948410742
1.0,1.0,0.7207207207207207,0.32179359828466453,0.9936662341543816
