Trajectory,Region,Time,x0,x1
1.0,1.0,0.0,0.9514476558245597,0.06890112485007352
1.0,1.0,0.02002002002002002,0.9726663584817857,0.09552314038605642
1.0,1.0,0.04004004004004004,0.9934644862934976,0.12161748228184596
1.0,1.0,0.06006006006006006,1.0138503754520636,0.14719460952950772
1.0,1.0,0.08008008008008008,1.033832196915853,0.17226477381050276
1.0,1.0,0.10010010010010009,1.0534179596929758,0.19683802361562575
1.0,1.0,0.12012012012012012,1.07261551404862,0.2209242082690866
1.0,1.0,0.14014014014014015,1.091432554637214,0.2445329818582756
1.0,1.0,0.16016016016016016,1.109876623595063,0.2676738071139321
1.0,1.0,0.18018018018018017,1.1279551135905952,0.29035595923713303
1.0,1.0,0.20020020020020018,1.14567527074054,0.3125885295580727
1.0,1.0,0.22022022022022023,1.163044197527664,0.334380429196795
1.0,1.0,0.24024024024024024,1.1800688556955823,0.35574039269516516
1.0,1.0,0.2602602602602603,1.1967560689546708,0.37664332807402096
1.0,1.0,0.2802802802802803,1.2131125258202808,0.3741612243043192
1.0,1.0,0.3003003003003003,1.22914478214097,0.3717283181940677
1.0,1.0,0.3203203203203203,1.2448592639137859,0.36934363459371994
1.0,1.0,0.34034034034034033,1.260262269736417,0.3670062176866712
1.0,1.0,0.36036036036036034,1.2753599733273668,0.36471513060682037
1.0,1.0,0.38038038038038036,1.2901584261252812,0.36246945504412037
1.0,1.0,0.40040040040040037,1.304663559479183,0.3602682909122084
1.0,1.0,0.42042042042042044,1.3188811873708866,0.3581107559352776
1.0,1.0,0.44044044044044045,1.3328170083011277,0.3559959853618555
1.0,1.0,0.46046046046046046,1.3464766080920327,0.3539231315395275
1.0,1.0,0.4804804804804805,1.359865461565715,0.35189136366020857
1.0,1.0,0.5005005005005005,1.3729889353078508,0.3498998673407689
1.0,1.0,0.5205205205205206,1.3858522892779959,0.3479478443786667
1.0,1.0,0.5405405405405406,1.3984606793860443,0.3460345123609694
1.0,1.0,0.5605605605605606,1.4108191592108676,0.34415910440354847
1.0,1.0,0.5805805805805806,1.4229326822084944,0.342320868815987
1.0,1.0,0.6006006006006006,1.4348061037142392,0.34051906879775506
1.0,1.0,0.6206206206206206,1.4464441826635615,0.33875298217706795
1.0,1.0,0.6406406406406406,1.4578515839041286,0.33702190106002944
1.0,1.0,0.6606606606606606,1.469032879540064,0.3353251316266409
1.0,1.0,0.6806806806806807,1.4799925513350014,0.33366199376613626
1.0,1.0,0.7007007007007007,1.49073499198088,0.3320318208844411
1.0,1.0,0.7207207207207207,1.5012645072556186,0.33043395957674493
1.0,1.0,0.7407407407407407,1.5115853175602696,0.3288677693942359
1.0,1.0,0.7607607607607607,1.5217015595444936,0.32733262259743473
1.0,1.0,0.7807807807807807,1.5316172880746903,0.32582790385752913
1.0,1.0,0.8008008008008007,1.5413364773702465,0.3243530100839475
1.0,1.0,0.8208208208208209,1.550863023155984,0.32290735009772326
1.0,1.0,0.8408408408408409,1.5602007437259884,0.3214903444700582
1.0,1.0,0.8608608608608609,1.5693533817884693,0.32010142524236385
1.0,1.0,0.8808808808808809,1.5783246059228389,0.3187400357051483
1.0,1.0,0.9009009009009009,1.5871180117991535,0.3174056302129657
1.0,1.0,0.9209209209209209,1.5957371240874292,0.31609767389467575
